dat,clos
2012-08-07,1450.74
2012-08-08,1449.49
2012-08-09,1456.41
2012-08-10,1441.59
2012-08-13,1452.42
2012-08-14,1462.57
2012-08-15,1448.32
2012-08-16,1451.87
2012-08-17,1444.27
2012-08-20,1428.75
2012-08-21,1454.48
2012-08-22,1446.84
2012-08-23,1453.5
2012-08-24,1454.08
2012-08-27,1448.57
2012-08-28,1450.81
2012-08-29,1437.14
2012-08-30,1429.82
2012-08-31,1422.91
2012-09-03,1439.31
2012-09-04,1436.52
2012-09-05,1421.62
2012-09-06,1455.07
2012-09-07,1474.58
2012-09-10,1478.83
2012-09-11,1478.05
2012-09-12,1478.54
2012-09-13,1472.6
2012-09-14,1535.38
2012-09-17,1530.36
2012-09-18,1515.3
2012-09-19,1499.12
2012-09-20,1499.28
2012-09-21,1496.65
2012-09-24,1489.92
2012-09-25,1482.61
2012-09-26,1445.38
2012-09-27,1453.09
2012-09-28,1458.26
2012-10-01,1490.21
2012-10-02,1485.63
2012-10-03,1472.5
2012-10-04,1456.74
2012-10-05,1477.6
2012-10-08,1473.61
2012-10-09,1472.94
2012-10-10,1460.93
2012-10-11,1463.12
2012-10-12,1446.01
2012-10-15,1443.42
2012-10-16,1456.07
2012-10-17,1474.3
2012-10-18,1475.27
2012-10-19,1460.06
2012-10-22,1474.92
2012-10-23,1455.31
2012-10-24,1451.61
2012-10-25,1446
2012-10-26,1433.52
2012-10-29,1431.9
2012-10-30,1421.75
2012-10-31,1425.7
2012-11-01,1430.91
2012-11-02,1440.25
2012-11-06,1446.46
2012-11-07,1423.36
2012-11-08,1407.79
2012-11-09,1401.32
2012-11-12,1407.9
2012-11-13,1373.83
2012-11-14,1372.19
2012-11-15,1386.25
2012-11-16,1383.66
2012-11-19,1398.57
2012-11-20,1396.39
2012-11-21,1405.7
2012-11-22,1402.64
2012-11-23,1413.15
2012-11-26,1403.94
2012-11-27,1394.87
2012-11-28,1380.94
2012-11-29,1388.31
2012-11-30,1405.97
2012-12-03,1421.97
2012-12-04,1411.83
2012-12-05,1435.97
2012-12-06,1438.54
2012-12-07,1441.47
2012-12-10,1447.72
2012-12-11,1448.43
2012-12-12,1466.51
2012-12-13,1462.87
2012-12-14,1466.15
2012-12-17,1469.53
2012-12-18,1481.54
2012-12-19,1478.83
2012-12-20,1488.22
2012-12-21,1477.44
2012-12-24,1471.73
2012-12-25,1473.53
2012-12-26,1478.61
2012-12-27,1478.24
2012-12-28,1474.72
2013-01-08,1514.82
2013-01-09,1516.01
2013-01-10,1507.16
2013-01-11,1510.84
2013-01-14,1528.48
2013-01-15,1515.25
2013-01-16,1514.86
2013-01-17,1523.74
2013-01-18,1540.55
2013-01-21,1537.66
2013-01-22,1525.36
2013-01-23,1537.49
2013-01-24,1533.77
2013-01-25,1544.02
2013-01-28,1562.93
2013-01-29,1549.75
2013-01-30,1543.43
2013-01-31,1546.76
2013-02-01,1547.22
2013-02-04,1535.35
2013-02-05,1540.36
2013-02-06,1530.38
2013-02-07,1525.88
2013-02-08,1519.91
2013-02-11,1515.89
2013-02-12,1512.03
2013-02-13,1537.93
2013-02-14,1519.22
2013-02-15,1508.17
2013-02-18,1510.35
2013-02-19,1522.69
2013-02-20,1511.4
2013-02-21,1493.71
2013-02-22,1496.61
2013-02-25,1503.66
2013-02-26,1484.67
2013-02-27,1487.17
2013-02-28,1486.04
2013-03-01,1473.54
2013-03-04,1464.45
2013-03-05,1484.22
2013-03-06,1491.49
2013-03-07,1491.35
2013-03-11,1504.05
2013-03-12,1501.76
2013-03-13,1496.37
2013-03-14,1498.97
2013-03-15,1495.11
2013-03-18,1462.82
2013-03-19,1449.2
2013-03-20,1459.03
2013-03-21,1459.22
2013-03-22,1441.36
2013-03-25,1428.46
2013-03-26,1417
2013-03-27,1425
2013-03-28,1434.18
2013-03-29,1438.57
2013-04-01,1428.47
2013-04-02,1430.3
2013-04-03,1427.94
2013-04-04,1426.87
2013-04-05,1416.69
2013-04-08,1408.55
2013-04-09,1425.49
2013-04-10,1425.5
2013-04-11,1401.73
2013-04-12,1385.84
2013-04-15,1359.69
2013-04-16,1352.37
2013-04-17,1335.89
2013-04-18,1335.21
2013-04-19,1338.43
2013-04-22,1336.84
2013-04-23,1339.91
2013-04-24,1377.01
2013-04-25,1372.2
2013-04-26,1372.04
2013-04-29,1362.57
2013-04-30,1385.88
2013-05-02,1376.56
2013-05-03,1408.03
2013-05-06,1413.43
2013-05-07,1430.18
2013-05-08,1432.94
2013-05-10,1426.25
2013-05-13,1416.5
2013-05-14,1405.76
2013-05-15,1391.98
2013-05-16,1373.65
2013-05-17,1401.79
2013-05-20,1406.86
2013-05-21,1422.99
2013-05-22,1448.42
2013-05-23,1396.91
2013-05-24,1380.88
2013-05-27,1378.29
2013-05-28,1397.72
2013-05-29,1361.43
2013-05-30,1361.26
2013-05-31,1350.17
2013-06-03,1337.4
2013-06-04,1341.62
2013-06-05,1326.78
2013-06-06,1316.92
2013-06-07,1343.9
2013-06-10,1335.25
2013-06-11,1301.31
2013-06-13,1281.89
2013-06-14,1299.61
2013-06-17,1325.27
2013-06-18,1335.14
2013-06-19,1323.57
2013-06-20,1297.01
2013-06-21,1298.89
2013-06-24,1290.26
2013-06-25,1297.59
2013-06-26,1320.39
2013-06-27,1313.23
2013-06-28,1330.46
2013-07-01,1336.17
2013-07-02,1337.92
2013-07-03,1333.35
2013-07-04,1349.21
2013-07-05,1342.72
2013-07-08,1348.88
2013-07-09,1345.73
2013-07-10,1333.71
2013-07-11,1368.11
2013-07-12,1398.22
2013-07-15,1403.56
2013-07-16,1410.1
2013-07-17,1431.8
2013-07-18,1416.63
2013-07-19,1421.67
2013-07-22,1415.52
2013-07-23,1417.34
2013-07-24,1407.41
2013-07-25,1401.88
2013-07-26,1403.14
2013-07-29,1398.3
2013-07-30,1387.31
2013-07-31,1375.79
2013-08-01,1398.46
2013-08-02,1392.15
2013-08-05,1391.75
2013-08-06,1364.65
2013-08-07,1362.91
2013-08-08,1362.38
2013-08-09,1382.72
2013-08-12,1388.36
2013-08-13,1407.86
2013-08-14,1423.87
2013-08-15,1391.37
2013-08-16,1380.31
2013-08-19,1382.32
2013-08-20,1377.28
2013-08-21,1376.6
2013-08-22,1396.65
2013-08-23,1393.21
2013-08-26,1387.06
2013-08-27,1374.21
2013-08-28,1369.64
2013-08-29,1371.89
2013-08-30,1364.65
2013-09-02,1367.53
2013-09-03,1373.82
2013-09-04,1375.66
2013-09-05,1422.4
2013-09-06,1423.4
2013-09-09,1451.54
2013-09-10,1453.57
2013-09-11,1454.12
2013-09-12,1450.23
2013-09-13,1440.74
2013-09-16,1470.48
2013-09-17,1473.03
2013-09-18,1464.95
2013-09-19,1487.19
2013-09-20,1476.73
2013-09-23,1467.62
2013-09-24,1464.72
2013-09-25,1479.59
2013-09-26,1485.14
2013-09-27,1471.89
2013-09-30,1462.82
2013-10-01,1471.73
2013-10-02,1454.29
2013-10-03,1456.49
2013-10-04,1474.21
2013-10-07,1480.2
2013-10-08,1505.14
2013-10-09,1501.01
2013-10-10,1516.73
2013-10-11,1513.03
2013-10-14,1510.2
2013-10-15,1531.67
2013-10-16,1531.57
2013-10-17,1512.32
2013-10-18,1533.35
2013-10-21,1533.61
2013-10-22,1528.76
2013-10-23,1507.26
2013-10-24,1502.46
2013-10-25,1504.48
2013-10-28,1511.51
2013-10-29,1516.17
2013-10-30,1516
2013-10-31,1510.21
2013-11-01,1515.15
2013-11-05,1505.94
2013-11-06,1499.95
2013-11-07,1509.25
2013-11-08,1489.55
2013-11-11,1483.46
2013-11-12,1500.41
2013-11-13,1466.82
2013-11-14,1490.89
2013-11-15,1493.79
2013-11-18,1510.61
2013-11-19,1511.19
2013-11-20,1508.52
2013-11-21,1494.07
2013-11-22,1504.1
2013-11-25,1502.41
2013-11-26,1484.37
2013-11-27,1475.42
2013-11-28,1479.46
2013-11-29,1479.35
2013-12-02,1473.26
2013-12-03,1448.84
2013-12-04,1439.26
2013-12-05,1429.25
2013-12-06,1448.67
2013-12-09,1465.7
2013-12-10,1464.14
2013-12-11,1464.67
2013-12-12,1449.74
2013-12-13,1452.76
2013-12-16,1470.22
2013-12-17,1479.39
2013-12-18,1486.91
2013-12-19,1497.99
2013-12-20,1497.23
2013-12-23,1507.49
2013-12-24,1506.41
2013-12-25,1501.12
2013-12-26,1501.47
2013-12-27,1494.83
2013-12-30,1504.08
2014-01-06,1466.15
2014-01-08,1462.67
2014-01-09,1465.14
2014-01-10,1469.19
2014-01-13,1477.56
2014-01-14,1469.64
2014-01-15,1486.51
2014-01-16,1480.73
2014-01-17,1486.88
2014-01-20,1495.36
2014-01-21,1504.68
2014-01-22,1498.73
2014-01-23,1496.9
2014-01-24,1494.58
2014-01-27,1478.23
2014-01-28,1469.57
2014-01-29,1462.99
2014-01-30,1463.2
2014-01-31,1454.45
2014-02-03,1442.84
2014-02-04,1441.16
2014-02-05,1456
2014-02-06,1466.7
2014-02-07,1478.48
2014-02-10,1476.28
2014-02-11,1483.57
2014-02-12,1496.03
2014-02-13,1478.62
2014-02-14,1496.18
2014-02-17,1507.49
2014-02-18,1504.24
2014-02-19,1485.6
2014-02-20,1480.99
2014-02-21,1487.64
2014-02-24,1489.01
2014-02-25,1478.64
2014-02-26,1469.51
2014-02-27,1448.7
2014-02-28,1444.71
2014-03-03,1288.81
2014-03-04,1356.54
2014-03-05,1351.11
2014-03-06,1337.98
2014-03-07,1339.36
2014-03-11,1308.7
2014-03-12,1274.21
2014-03-13,1248.56
2014-03-14,1237.43
2014-03-17,1283.7
2014-03-18,1335.86
2014-03-19,1319.02
2014-03-20,1320.5
2014-03-21,1307.34
2014-03-24,1297.91
2014-03-25,1324.44
2014-03-26,1349.39
2014-03-27,1331.93
2014-03-28,1344.12
2014-03-31,1369.29
2014-04-01,1375.73
2014-04-02,1373.33
2014-04-03,1366.04
2014-04-04,1382.41
2014-04-07,1349.79
2014-04-08,1352.33
2014-04-09,1348.85
2014-04-10,1367.71
2014-04-11,1362.4
2014-04-14,1344.86
2014-04-15,1311.01
2014-04-16,1322.6
2014-04-17,1329.67
2014-04-18,1356.54
2014-04-21,1345.04
2014-04-22,1335.62
2014-04-23,1329.11
2014-04-24,1300.54
2014-04-25,1280.12
2014-04-28,1299.13
2014-04-29,1304.78
2014-04-30,1306.01
2014-05-02,1304.84
2014-05-05,1298.29
2014-05-06,1318.57
2014-05-07,1363.48
2014-05-08,1371.42
2014-05-12,1375.31
2014-05-13,1385.29
2014-05-14,1389.11
2014-05-15,1381.99
2014-05-16,1392.3
2014-05-19,1413.85
2014-05-20,1425.58
2014-05-21,1439.9
2014-05-22,1430.54
2014-05-23,1438.98
2014-05-26,1449.36
2014-05-27,1417.32
2014-05-28,1425.95
2014-05-29,1447.39
2014-05-30,1432.03
2014-06-02,1464.47
2014-06-03,1472.83
2014-06-04,1475.79
2014-06-05,1470.7
2014-06-06,1484.94
2014-06-09,1485.39
2014-06-10,1490.81
2014-06-11,1501.18
2014-06-16,1493.93
2014-06-17,1486.38
2014-06-18,1494.28
2014-06-19,1495.09
2014-06-20,1486.3
2014-06-23,1486.3
2014-06-24,1518.83
2014-06-25,1481.95
2014-06-26,1473.18
2014-06-27,1477.32
2014-06-30,1476.38
2014-07-01,1482.92
2014-07-02,1514.33
2014-07-03,1514.47
2014-07-04,1489.53
2014-07-07,1513.72
2014-07-08,1516.75
2014-07-09,1513.38
2014-07-10,1494.92
2014-07-11,1499.82
2014-07-14,1483.41
2014-07-15,1475.77
2014-07-16,1474.72
2014-07-17,1440.63
2014-07-18,1422.53
2014-07-21,1384.5
2014-07-22,1405.97
2014-07-23,1406.58
2014-07-24,1408.8
2014-07-25,1388.41
2014-07-28,1361.94
2014-07-29,1369.83
2014-07-30,1384.04
2014-07-31,1379.61
2014-08-01,1374.83
2014-08-04,1378.98
2014-08-05,1357.89
2014-08-06,1334.66
2014-08-07,1333.53
2014-08-08,1348.21
2014-08-11,1372.45
2014-08-12,1374.19
2014-08-13,1398.85
2014-08-14,1407.53
2014-08-15,1417.82
2014-08-18,1425.18
2014-08-19,1437.6
2014-08-20,1447.5
2014-08-21,1461.75
2014-08-22,1446.6
2014-08-25,1454.67
2014-08-26,1443.32
2014-08-27,1447.91
2014-08-28,1423.78
2014-08-29,1400.71
2014-09-01,1392.4
2014-09-02,1400.35
2014-09-03,1449.29
2014-09-04,1457.34
2014-09-05,1474.71
2014-09-08,1464.76
2014-09-09,1468.17
2014-09-10,1468.55
2014-09-11,1449.63
2014-09-12,1458.52
2014-09-15,1454.19
2014-09-16,1477.31
2014-09-17,1449.37
2014-09-18,1448.63
2014-09-19,1431.58
2014-09-22,1412.83
2014-09-23,1429.45
2014-09-24,1441.83
2014-09-25,1436.05
2014-09-26,1434.2
2014-09-29,1408.28
2014-09-30,1411.07
2014-10-01,1399.99
2014-10-02,1376.35
2014-10-03,1384.66
2014-10-06,1418.15
2014-10-07,1403.48
2014-10-08,1379.76
2014-10-09,1384.33
2014-10-10,1364.24
2014-10-13,1383.93
2014-10-14,1394.16
2014-10-15,1377.09
2014-10-16,1360.33
2014-10-17,1384.72
2014-10-20,1376.36
2014-10-21,1383.35
2014-10-22,1374.19
2014-10-23,1372.92
2014-10-24,1380.39
2014-10-27,1394.27
2014-10-28,1415.51
2014-10-29,1439.58
2014-10-30,1452.89
2014-10-31,1488.47
2014-11-03,1491.19
2014-11-05,1495.26
2014-11-06,1497.46
2014-11-07,1497.11
2014-11-10,1515.36
2014-11-11,1514.78
2014-11-12,1513.83
2014-11-13,1492.27
2014-11-14,1500.76
2014-11-17,1507.1
2014-11-18,1519.61
2014-11-19,1517.97
2014-11-20,1530.4
2014-11-21,1538.93
2014-11-24,1529.54
2014-11-25,1529.57
2014-11-26,1537.43
2014-11-27,1531.69
2014-11-28,1533.68
2014-12-01,1578.38
2014-12-02,1583.12
2014-12-03,1606.84
2014-12-04,1582.08
2014-12-05,1529.2
2014-12-08,1481.27
2014-12-09,1475.22
2014-12-10,1486.85
2014-12-11,1455.04
2014-12-12,1459.68
2014-12-15,1424.99
2014-12-16,1444.32
2014-12-17,1413.79
2014-12-18,1477.27
2014-12-19,1449.13
2014-12-22,1437.08
2014-12-23,1398.2
2014-12-24,1401.5
2014-12-25,1408.54
2014-12-26,1417.8
2014-12-29,1432.94
2014-12-30,1396.61
2015-01-05,1435.66
2015-01-06,1480.73
2015-01-08,1547.39
2015-01-09,1515.37
2015-01-12,1513.22
2015-01-13,1533.09
2015-01-14,1554.46
2015-01-15,1563.21
2015-01-16,1591.43
2015-01-19,1576.4
2015-01-20,1570.97
2015-01-21,1618.17
2015-01-22,1666.56
2015-01-23,1671.8
2015-01-26,1642.37
2015-01-27,1673.92
2015-01-28,1647.71
2015-01-29,1639.65
2015-01-30,1647.69
2015-02-02,1625.31
2015-02-03,1654.36
2015-02-04,1656.02
2015-02-05,1696.06
2015-02-06,1755.45
2015-02-09,1748.55
2015-02-10,1742.35
2015-02-11,1763.6
2015-02-12,1802.8
2015-02-13,1838.18
2015-02-16,1800.59
2015-02-17,1793.82
2015-02-18,1809.67
2015-02-19,1797.87
2015-02-20,1792.7
2015-02-24,1772.16
2015-02-25,1746.23
2015-02-26,1760.66
2015-02-27,1758.97
2015-03-02,1783.34
2015-03-03,1807.7
2015-03-04,1759.35
2015-03-05,1760.55
2015-03-06,1728.55
2015-03-10,1665.38
2015-03-11,1671.47
2015-03-12,1664.7
2015-03-13,1627.88
2015-03-16,1609.85
2015-03-17,1611.69
2015-03-18,1632.12
2015-03-19,1607.97
2015-03-20,1628.64
2015-03-23,1602.85
2015-03-24,1618.62
2015-03-25,1615.5
2015-03-26,1581.84
2015-03-27,1571.55
2015-03-30,1612.84
2015-03-31,1626.18
2015-04-01,1661.9
2015-04-02,1679.24
2015-04-03,1681.47
2015-04-06,1700.64
2015-04-07,1695.64
2015-04-08,1683.63
2015-04-09,1667.6
2015-04-10,1657.02
2015-04-13,1678.19
2015-04-14,1647.39
2015-04-15,1677.7
2015-04-16,1686.79
2015-04-17,1656.59
2015-04-20,1683.24
2015-04-21,1710.24
2015-04-22,1677.56
2015-04-23,1662.64
2015-04-24,1682.7
2015-04-27,1677.22
2015-04-28,1677.89
2015-04-29,1670.99
2015-04-30,1688.34
2015-05-05,1721.8
2015-05-06,1714.31
2015-05-07,1686.98
2015-05-08,1708.52
2015-05-12,1704.62
2015-05-13,1682.26
2015-05-14,1677.57
2015-05-15,1691.46
2015-05-18,1678.55
2015-05-19,1659.36
2015-05-20,1636.86
2015-05-21,1659.33
2015-05-22,1665.66
2015-05-25,1655.4
2015-05-26,1651.66
2015-05-27,1660.98
2015-05-28,1657.62
2015-05-29,1609.19
2015-06-01,1616.94
2015-06-02,1643.41
2015-06-03,1628.87
2015-06-04,1638.07
2015-06-05,1652.07
2015-06-08,1646.89
2015-06-09,1664.01
2015-06-10,1653.09
2015-06-11,1652.24
2015-06-15,1657.29
2015-06-16,1668.82
2015-06-17,1664.66
2015-06-18,1660.14
2015-06-19,1663.03
2015-06-22,1671.8
2015-06-23,1657.23
2015-06-24,1651.85
2015-06-25,1631.99
2015-06-26,1644.45
2015-06-29,1634.93
2015-06-30,1654.55
2015-07-01,1639.7
2015-07-02,1641.05
2015-07-03,1631.65
2015-07-06,1621.27
2015-07-07,1614.14
2015-07-08,1595
2015-07-09,1614.59
2015-07-10,1623.99
2015-07-13,1642.97
2015-07-14,1647.01
2015-07-15,1641.22
2015-07-16,1652.59
2015-07-17,1650.08
2015-07-20,1626.76
2015-07-21,1635.69
2015-07-22,1635.63
2015-07-23,1616.14
2015-07-24,1595.11
2015-07-27,1584.92
2015-07-28,1604.5
2015-07-29,1622.32
2015-07-30,1636.72
2015-07-31,1669
2015-08-03,1663.74
2015-08-04,1674.46
2015-08-05,1693.07
2015-08-06,1675.71
2015-08-07,1690.44
2015-08-10,1702.02
2015-08-11,1697.87
2015-08-12,1697.65
2015-08-13,1704.11
2015-08-14,1712.47
2015-08-17,1707.95
2015-08-18,1691.24
2015-08-19,1673.86
2015-08-20,1695.57
2015-08-21,1663.31
2015-08-24,1634.14
2015-08-25,1658.13
2015-08-26,1660.95
2015-08-27,1695.22
2015-08-28,1719.16
2015-08-31,1733.17
2015-09-01,1697.99
2015-09-02,1690.82
2015-09-03,1710.57
2015-09-04,1698.16
2015-09-07,1701.18
2015-09-08,1714.18
2015-09-09,1722.43
2015-09-10,1718.9
2015-09-11,1718.06
2015-09-14,1729.75
2015-09-15,1716.26
2015-09-16,1731.81
2015-09-17,1729.2
2015-09-18,1710.84
2015-09-21,1699.72
2015-09-22,1664.25
2015-09-23,1640.7
2015-09-24,1621.43
2015-09-25,1639.64
2015-09-28,1616.36
2015-09-29,1630.51
2015-09-30,1642.97
2015-10-01,1626.97
2015-10-02,1612.56
2015-10-05,1652.47
2015-10-06,1670.69
2015-10-07,1679.49
2015-10-08,1689.32
2015-10-09,1728.44
2015-10-12,1710.6
2015-10-13,1720.81
2015-10-14,1723.01
2015-10-15,1731.91
2015-10-16,1717
2015-10-19,1716.08
2015-10-20,1722.62
2015-10-21,1709.94
2015-10-22,1712.1
2015-10-23,1725.45
2015-10-26,1712.13
2015-10-27,1725.89
2015-10-28,1726.61
2015-10-29,1708.6
2015-10-30,1711.53
2015-11-02,1735.75
2015-11-03,1763.6
2015-11-05,1766.28
2015-11-06,1754.36
2015-11-09,1751.44
2015-11-10,1746.94
2015-11-11,1740.56
2015-11-12,1739.96
2015-11-13,1728.17
2015-11-16,1739.8
2015-11-17,1787.23
2015-11-18,1810.48
2015-11-19,1811.2
2015-11-20,1826.72
2015-11-23,1868.07
2015-11-24,1810.05
2015-11-25,1833.53
2015-11-26,1828.3
2015-11-27,1795.7
2015-11-30,1771.05
2015-12-01,1772.97
2015-12-02,1770.13
2015-12-03,1787.23
2015-12-04,1755.22
2015-12-07,1741.14
2015-12-08,1718.77
2015-12-09,1733.09
2015-12-10,1732.89
2015-12-11,1720.31
2015-12-14,1708.7
2015-12-15,1742.46
2015-12-16,1754.71
2015-12-17,1780.97
2015-12-18,1719.16
2015-12-21,1716.91
2015-12-22,1723.35
2015-12-23,1747.85
2015-12-24,1742.71
2015-12-25,1734.21
2015-12-28,1731.2
2015-12-29,1763.38
2015-12-30,1761.36
2016-01-04,1734.56
2016-01-05,1754.13
2016-01-06,1748.57
2016-01-11,1682.54
2016-01-12,1690.3
2016-01-13,1684.78
2016-01-14,1680.77
2016-01-15,1608.36
2016-01-18,1622.43
2016-01-19,1645.56
2016-01-20,1630.39
2016-01-21,1677.19
2016-01-22,1717.98
2016-01-25,1716.56
2016-01-26,1705.01
2016-01-27,1747.57
2016-01-28,1771.93
2016-01-29,1784.92
2016-02-01,1773.21
2016-02-02,1758.26
2016-02-03,1746.35
2016-02-04,1787.93
2016-02-05,1780.59
2016-02-08,1744.27
2016-02-09,1723.36
2016-02-10,1730.83
2016-02-11,1711.58
2016-02-12,1726.04
2016-02-15,1738.54
2016-02-16,1753.86
2016-02-17,1770.31
2016-02-18,1807.21
2016-02-19,1793.37
2016-02-22,1822.38
2016-02-24,1797.27
2016-02-25,1803.89
2016-02-26,1816.73
2016-02-29,1840.17
2016-03-01,1844.17
2016-03-02,1832.84
2016-03-03,1858.69
2016-03-04,1878.29
2016-03-07,1909.57
2016-03-09,1883
2016-03-10,1884.63
2016-03-11,1876.54
2016-03-14,1865.31
2016-03-15,1855.06
2016-03-16,1871.2
2016-03-17,1890.79
2016-03-18,1914.02
2016-03-21,1904.5
2016-03-22,1903.47
2016-03-23,1879.89
2016-03-24,1866.67
2016-03-25,1866.23
2016-03-28,1849.31
2016-03-29,1845.2
2016-03-30,1868.1
2016-03-31,1871.15
2016-04-01,1856.77
2016-04-04,1866.64
2016-04-05,1857.09
2016-04-06,1860.17
2016-04-07,1858.85
2016-04-08,1877.27
2016-04-11,1906.9
2016-04-12,1899.26
2016-04-13,1932.8
2016-04-14,1915.85
2016-04-15,1907.78
2016-04-18,1892.64
2016-04-19,1930.14
2016-04-20,1960.18
2016-04-21,1950.08
2016-04-22,1967.26
2016-04-25,1955.47
2016-04-26,1946.55
2016-04-27,1934.77
2016-04-28,1969.89
2016-04-29,1953.05
2016-05-04,1925.58
2016-05-05,1906.48
2016-05-06,1901.56
2016-05-10,1885.34
2016-05-11,1909.05
2016-05-12,1901.9
2016-05-13,1907.19
2016-05-16,1915.33
2016-05-17,1909
2016-05-18,1917.24
2016-05-19,1891.52
2016-05-20,1891.33
2016-05-23,1868.43
2016-05-24,1884.12
2016-05-25,1898.75
2016-05-26,1914.31
2016-05-27,1927.58
2016-05-30,1935.54
2016-05-31,1899.01
2016-06-01,1893.18
2016-06-02,1890.78
2016-06-03,1886.84
2016-06-06,1915.54
2016-06-07,1951.26
2016-06-08,1951.55
2016-06-09,1934.92
2016-06-10,1903.61
2016-06-14,1885.92
2016-06-15,1889.75
2016-06-16,1869.78
2016-06-17,1877.07
2016-06-20,1902.7
2016-06-21,1904.02
2016-06-22,1896.7
2016-06-23,1919.27
2016-06-24,1884.41
2016-06-27,1841.73
2016-06-28,1857.23
2016-06-29,1888.15
2016-06-30,1891.09
2016-07-01,1896.62
2016-07-04,1907.48
2016-07-05,1895.64
2016-07-06,1879.42
2016-07-07,1882.41
2016-07-08,1894.35
2016-07-11,1913.12
2016-07-12,1938.36
2016-07-13,1935.88
2016-07-14,1942.46
2016-07-15,1940.85
2016-07-18,1936.07
2016-07-19,1915.89
2016-07-20,1915.09
2016-07-21,1927.7
2016-07-22,1926.9
2016-07-25,1931.78
2016-07-26,1938.52
2016-07-27,1938.65
2016-07-28,1954.45
2016-07-29,1944.62
2016-08-01,1947.36
2016-08-02,1912.69
2016-08-03,1919.15
2016-08-04,1944.94
2016-08-05,1944.31
2016-08-08,1956.99
2016-08-09,1956.42
2016-08-10,1942.67
2016-08-11,1952.18
2016-08-12,1967.18
2016-08-15,1977.28
2016-08-16,1975.8
2016-08-17,1969.19
2016-08-18,1970.07
2016-08-19,1959.72
2016-08-22,1979.09
2016-08-23,1989.51
2016-08-24,1983.59
2016-08-25,1985.56
2016-08-26,1993.35
2016-08-29,1986.72
2016-08-30,1985.69
2016-08-31,1971.59
2016-09-01,1976.91
2016-09-02,2003.77
2016-09-05,2017.38
2016-09-06,2039.53
2016-09-07,2053.75
2016-09-08,2050.77
2016-09-09,2028.25
2016-09-12,2019.9
2016-09-13,2004.5
2016-09-14,2004.48
2016-09-15,1996.58
2016-09-16,1981.96
2016-09-19,1986.97
2016-09-20,1991.78
2016-09-21,1997.67
2016-09-22,2025.3
2016-09-23,2011.83
2016-09-26,1997.94
2016-09-27,1975.52
2016-09-28,1980.68
2016-09-29,1996.12
2016-09-30,1978
2016-10-03,1986.8
2016-10-04,1985.02
2016-10-05,1975.85
2016-10-06,1983.88
2016-10-07,1980.02
2016-10-10,2001.1
2016-10-11,2001.42
2016-10-12,1993.35
2016-10-13,1976.37
2016-10-14,1966.39
2016-10-17,1956.95
2016-10-18,1969.11
2016-10-19,1967.5
2016-10-20,1957.09
2016-10-21,1957.7
2016-10-24,1962.79
2016-10-25,1977.19
2016-10-26,1974.81
2016-10-27,1979.8
2016-10-28,1981.76
2016-10-31,1989.64
2016-11-01,1996.87
2016-11-02,1968.77
2016-11-03,1962.71
2016-11-07,1952.69
2016-11-08,1967.93
2016-11-09,2011.58
2016-11-10,2044.03
2016-11-11,2031.92
2016-11-14,2021.99
2016-11-15,2017.06
2016-11-16,2028.92
2016-11-17,2042.76
2016-11-18,2038.29
2016-11-21,2058.77
2016-11-22,2066.18
2016-11-23,2085.75
2016-11-24,2102.97
2016-11-25,2098.15
2016-11-28,2094.65
2016-11-29,2086.84
2016-11-30,2104.91
2016-12-01,2121.87
2016-12-02,2128.99
2016-12-05,2158.33
2016-12-06,2152.35
2016-12-07,2160.51
2016-12-08,2207.02
2016-12-09,2208.53
2016-12-12,2226.89
2016-12-13,2247.02
2016-12-14,2229.05
2016-12-15,2237.23
2016-12-16,2231.41
2016-12-19,2215.69
2016-12-20,2226.36
2016-12-21,2212.33
2016-12-22,2174.64
2016-12-23,2173.18
2016-12-26,2177.86
2016-12-27,2189.43
2016-12-28,2182.98
2016-12-29,2206.33
2016-12-30,2232.72
2017-01-03,2285.43
2017-01-04,2263.9
2017-01-05,2220.35
2017-01-06,2213.93
2017-01-09,2211.25
2017-01-10,2237.49
2017-01-11,2218.61
2017-01-12,2212
2017-01-13,2195.19
2017-01-16,2189.07
2017-01-17,2178.73
2017-01-18,2170.09
2017-01-19,2162.25
2017-01-20,2159.96
2017-01-23,2146.09
2017-01-24,2174.59
2017-01-25,2176
2017-01-26,2229.2
2017-01-27,2266.05
2017-01-30,2234.14
2017-01-31,2217.39
2017-02-01,2231.68
2017-02-02,2217.56
2017-02-03,2226.61
2017-02-06,2210.51
2017-02-07,2218.77
2017-02-08,2189.61
2017-02-09,2173.98
2017-02-10,2162.19
2017-02-13,2161.49
2017-02-14,2141.5
2017-02-15,2137.08
2017-02-16,2148.48
2017-02-17,2128.21
2017-02-20,2119.09
2017-02-21,2127.72
2017-02-22,2106.3
2017-02-24,2093.09
2017-02-27,2056.46
2017-02-28,2035.77
2017-03-01,2059.87
2017-03-02,2049
2017-03-03,2056.89
2017-03-06,2047.42
2017-03-07,2024.84
2017-03-09,1974.24
2017-03-10,1973.96
2017-03-13,2000.14
2017-03-14,2001.25
2017-03-15,1992.59
2017-03-16,2014.37
2017-03-17,2036.96
2017-03-20,2042.72
2017-03-21,2048.07
2017-03-22,2061.53
2017-03-23,2051.04
2017-03-24,2039.77
2017-03-27,2013.16
2017-03-28,2032.54
2017-03-29,2023.71
2017-03-30,2021.88
2017-03-31,1995.9
2017-04-03,2008.61
2017-04-04,2025.69
