Date,Close/Last,Volume,Open,High,Low
10/29/2020,117.00,621612,115.90,117.62,115.83
10/28/2020,114.61,729615,115.90,116.1209,113.95
10/27/2020,118.19,463852,117.18,118.46,116.9644
10/26/2020,116.22,778409,117.78,119.18,114.50
10/23/2020,118.54,362996,117.87,118.58,116.1816
10/22/2020,117.34,577258,118.57,119.095,115.69
10/21/2020,117.51,494596,118.34,119.5287,117.26
10/20/2020,117.34,513975,118.72,118.88,117.125
10/19/2020,117.99,578190,119.50,120.23,117.4601
10/16/2020,118.31,583030,120.78,120.78,118.2301
10/15/2020,119.18,846700,117.81,119.237,117.25
10/14/2020,120.37,1147264,122.00,122.17,119.02
10/13/2020,121.22,997471,119.43,121.47,118.99
10/12/2020,118.95,837396,120.22,120.30,118.55
10/09/2020,117.84,725343,117.23,117.99,116.8545
10/08/2020,115.92,580694,116.53,116.63,115.54
10/07/2020,114.37,537375,113.42,114.86,113.02
10/06/2020,111.83,918600,112.90,114.04,110.8621
10/05/2020,112.57,742999,111.55,112.70,111.0117
10/02/2020,110.06,958653,108.84,111.99,108.72
10/01/2020,112.06,747028,110.16,112.10,109.8715
09/30/2020,108.60,459713,108.34,109.82,107.8201
09/29/2020,108.19,424125,108.06,108.8899,107.4155
09/28/2020,107.84,596315,108.74,108.74,106.82
09/25/2020,106.00,411249,103.74,106.2364,103.29
09/24/2020,103.00,524642,101.26,104.41,100.44
09/23/2020,103.14,477363,106.61,106.87,102.64
09/22/2020,106.97,545491,105.76,107.12,104.2703
09/21/2020,105.33,786217,101.41,105.43,100.86
09/18/2020,103.14,363732,104.44,104.44,101.11
09/17/2020,103.05,511299,101.46,103.62,101.359
09/16/2020,105.04,596461,106.03,106.68,104.78
09/15/2020,105.78,876376,105.33,106.43,104.38
09/14/2020,103.09,438280,101.89,103.2812,101.161
09/11/2020,100.01,557902,101.94,102.2719,98.40
09/10/2020,100.85,763554,103.81,104.99,100.1453
09/09/2020,102.14,1169304,101.77,102.54,99.88
09/08/2020,99.25,1736776,97.63,102.5493,97.38
09/04/2020,104.15,2535580,105.36,107.10,97.71
09/03/2020,106.63,1693324,110.41,110.7441,105.28
09/02/2020,114.47,1454852,117.24,117.24,111.23
09/01/2020,115.45,898277,113.83,115.6974,113.2901
08/31/2020,112.47,831020,110.81,112.89,110.36
08/28/2020,110.30,545176,109.92,111.16,109.6221
08/27/2020,109.10,744141,109.65,110.17,107.80
08/26/2020,109.26,657349,106.43,109.56,106.40
08/25/2020,105.58,422003,104.42,105.70,103.58
08/24/2020,104.63,653967,107.05,107.05,103.6111
08/21/2020,105.04,481160,105.79,106.1399,104.84
08/20/2020,105.23,548411,102.69,105.486,102.451
08/19/2020,103.10,447681,103.47,104.298,102.68
08/18/2020,103.47,523319,103.68,103.8889,102.39
08/17/2020,102.26,412056,100.22,102.38,100.1134
08/14/2020,99.03,313834,100.37,100.41,98.69
08/13/2020,99.56,575522,99.15,100.35,98.9224
08/12/2020,98.40,593370,97.80,98.93,97.51
08/11/2020,96.10,649617,97.85,98.65,95.96
08/10/2020,98.27,747695,101.04,101.1412,97.111
08/07/2020,100.38,765318,102.75,103.33,99.035
08/06/2020,103.21,459988,103.44,103.6174,102.28
08/05/2020,103.44,872326,103.41,103.9792,102.88
